text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,split_word_0,split_word_1,split_word_2,split_word_3,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
myTmw,"Masekhet: 71028, Page: 003, Side: 2, Line: 14, Word: 1",verb Dt,,,,,ṭmy,,,,"to be made unclean, defiled",,,,מיטמו,Tmy,verb ethpaal,"to be made unclean, defiled"
"""b)wyrh""","Masekhet: 71028, Page: 003, Side: 2, Line: 14, Word: 2",No data,,,,,,,,,,,,,באוירה,None,No data,
nmy,"Masekhet: 71028, Page: 003, Side: 2, Line: 14, Word: 3",a,,,,,nmy,,,,also,,,,נמי,nmy,adverb,also
l),"Masekhet: 71028, Page: 003, Side: 2, Line: 14, Word: 4",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
myTmw;,"Masekhet: 71028, Page: 003, Side: 2, Line: 14, Word: 5",verb Dt,,,,,ṭmy,,,,"to be made unclean, defiled",,,,מיטמו;,Tmy,verb ethpaal,"to be made unclean, defiled"
wrbnN;,"Masekhet: 71028, Page: 003, Side: 2, Line: 15, Word: 0",c,N,,,,w_,"rbn, rbnˀ",,,"and, also","lord, master",,,ורבנן;,rbnn,conjunction | noun,"and, also | lord, master"
hnK,"Masekhet: 71028, Page: 003, Side: 2, Line: 15, Word: 1",P01,,,,,"hnk, hnˀk, ˀnk, ˀynk",,,,those,,,,הנך,hnk,preposition independent,those
l),"Masekhet: 71028, Page: 003, Side: 2, Line: 15, Word: 2",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
cryky,"Masekhet: 71028, Page: 003, Side: 2, Line: 15, Word: 3",A03,,,,,ṣryk,,,,poor; needy,,,,צריכי,cryk,adjective plural absolute,poor; needy
qr),"Masekhet: 71028, Page: 003, Side: 2, Line: 15, Word: 4",noun sg. emphatic,,,,,"qry, qryˀ",,,,crying; reading,,,,קרא,qr),noun sg. emphatic,crying; reading
)ylm),"Masekhet: 71028, Page: 003, Side: 2, Line: 18, Word: 0",a,,,,,ˀlmˀ,,,,conseqently,,,,אילמא,)lm),adverb,conseqently
dl)w,"Masekhet: 71028, Page: 003, Side: 2, Line: 18, Word: 1",c,a,,,,dy,"lˀw, lw",,,"who,which (relative)","not, it is not",,,דלאו,l)w,conjunction | adverb,"who,which (relative) | not, it is not"
mynh,"Masekhet: 71028, Page: 003, Side: 2, Line: 18, Word: 2",p02,,,,,mn,,,,from,,,,מינה,mn,preposition with pronominal suffix,from
mxryb,"Masekhet: 71028, Page: 003, Side: 2, Line: 19, Word: 0",verb C,,,,,ḥrb,,,,to devastate,,,,מחריב,xrb,verb (h)aphel,to devastate
bh;,"Masekhet: 71028, Page: 003, Side: 2, Line: 19, Word: 1",p02,,,,,b_,,,,"in, with",,,,בה;,b_,preposition with pronominal suffix,"in, with"
dmynh,"Masekhet: 71028, Page: 003, Side: 2, Line: 19, Word: 2",p,noun sg. emphatic,,,,dy,"myn, mynˀ",,,"of, genitive particle",kind,,,דמינה,myn),preposition | noun sg. emphatic,"of, genitive particle | kind"
l),"Masekhet: 71028, Page: 003, Side: 2, Line: 19, Word: 3",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
mxryb,"Masekhet: 71028, Page: 003, Side: 2, Line: 19, Word: 4",verb C,,,,,ḥrb,,,,to devastate,,,,מחריב,xrb,verb (h)aphel,to devastate
bh;,"Masekhet: 71028, Page: 003, Side: 2, Line: 19, Word: 5",p02,,,,,b_,,,,"in, with",,,,בה;,b_,preposition with pronominal suffix,"in, with"
"""xbry""","Masekhet: 71028, Page: 003, Side: 2, Line: 26, Word: 0",No data,,,,,,,,,,,,,חברי,None,No data,
dwmy),"Masekhet: 71028, Page: 003, Side: 2, Line: 26, Word: 1",noun sg. emphatic,,,,,"dwmy, dwmyˀ",,,,similarity,,,,דומיא,dwmy),noun sg. emphatic,similarity
dydyh,"Masekhet: 71028, Page: 003, Side: 2, Line: 26, Word: 2",P02,,,,,dyd_,,,,possessive particle,,,,דידיה,dyd_,preposition with pronominal suffix,possessive particle
)lm),"Masekhet: 71028, Page: 003, Side: 2, Line: 30, Word: 0",c,,,,,"ˁl mˀ, ˁl mnˀ, ˀmˀy",,,,why?,,,,אלמא,)lm),conjunction,why?
dmynh,"Masekhet: 71028, Page: 003, Side: 2, Line: 30, Word: 1",p,noun sg. emphatic,,,,dy,"myn, mynˀ",,,"of, genitive particle",kind,,,דמינה,myn),preposition | noun sg. emphatic,"of, genitive particle | kind"
mxryb,"Masekhet: 71028, Page: 003, Side: 2, Line: 31, Word: 0",verb C,,,,,ḥrb,,,,to devastate,,,,מחריב,xrb,verb (h)aphel,to devastate
bh;,"Masekhet: 71028, Page: 003, Side: 2, Line: 31, Word: 1",p02,,,,,b_,,,,"in, with",,,,בה;,b_,preposition with pronominal suffix,"in, with"
dl)w,"Masekhet: 71028, Page: 003, Side: 2, Line: 31, Word: 2",c,a,,,,dy,"lˀw, lw",,,"who,which (relative)","not, it is not",,,דלאו,l)w,conjunction | adverb,"who,which (relative) | not, it is not"
mynh,"Masekhet: 71028, Page: 003, Side: 2, Line: 31, Word: 3",p02,,,,,mn,,,,from,,,,מינה,mn,preposition with pronominal suffix,from
l),"Masekhet: 71028, Page: 003, Side: 2, Line: 31, Word: 4",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
mxryb,"Masekhet: 71028, Page: 003, Side: 2, Line: 31, Word: 5",verb C,,,,,ḥrb,,,,to devastate,,,,מחריב,xrb,verb (h)aphel,to devastate
bh;,"Masekhet: 71028, Page: 003, Side: 2, Line: 31, Word: 6",p02,,,,,b_,,,,"in, with",,,,בה;,b_,preposition with pronominal suffix,"in, with"
wdylm),"Masekhet: 71028, Page: 004, Side: 1, Line: 03, Word: 0",c,c,,,,w_,dlmh,,,"and, also","lest, perhaps",,,ודילמא,dylm),conjunction | conjunction,"and, also | lest, perhaps"
hynw,"Masekhet: 71028, Page: 004, Side: 1, Line: 03, Word: 1",P01,,,,,hyynw,,,,"this is, that is",,,,הינו,hyynw,preposition independent,"this is, that is"
$myhw;,"Masekhet: 71028, Page: 004, Side: 1, Line: 03, Word: 2",noun sg. emphatic,,,,,"šm, šmˀ",,,,name,,,,שמיהו;,$m),noun sg. emphatic,name
^)y,"Masekhet: 71028, Page: 004, Side: 1, Line: 14, Word: 0",c,,,,,ˀy,,,,"if, whether",,,,אי,)y,conjunction,"if, whether"
lym)^,"Masekhet: 71028, Page: 004, Side: 1, Line: 14, Word: 1",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,לימא,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
dlylP,"Masekhet: 71028, Page: 004, Side: 1, Line: 14, Word: 2",c,V,,,,dy,"ˀlp, ylp",,,,,,,דלילף,ylp,conjunction | V,
mhny;,"Masekhet: 71028, Page: 004, Side: 1, Line: 15, Word: 0",p,P,,,,mn,hny,,,from,"these, those",,,מהני;,hny,preposition | P,"from | these, those"
wlyktwb,"Masekhet: 71028, Page: 004, Side: 1, Line: 18, Word: 0",c,verb G,,,,w_,ktb,,,to write,to draw,,,וליכתוב,ktb,conjunction | verb peal,to write | to draw
rxmn),"Masekhet: 71028, Page: 004, Side: 1, Line: 18, Word: 1",noun sg. emphatic,,,,,"rḥmn, rḥmnˀ",,,,merciful,,,,רחמנא,rxmn),noun sg. emphatic,merciful
"""bzryqh""","Masekhet: 71028, Page: 004, Side: 1, Line: 18, Word: 2",No data,,,,,,,,,,,,,בזריקה,None,No data,
^wlylP,"Masekhet: 71028, Page: 004, Side: 1, Line: 18, Word: 3",c,V,,,,w_,"ˀlp, ylp",,,,,,,ולילף,ylp,conjunction | V,
mynh^;,"Masekhet: 71028, Page: 004, Side: 1, Line: 18, Word: 4",p02,,,,,mn,,,,from,,,,מינה;,mn,preposition with pronominal suffix,from
m$wM,"Masekhet: 71028, Page: 004, Side: 1, Line: 18, Word: 5",c,,,,,mšwm,,,,"because, since",,,,משום,m$wm,conjunction,"because, since"
d)yk),"Masekhet: 71028, Page: 004, Side: 1, Line: 19, Word: 0",c,a,,,,dy,ˀykˀ,,,"who,which (relative)",there is here,,,דאיכא,)yk),conjunction | adverb,"who,which (relative) | there is here"
lmprK,"Masekhet: 71028, Page: 004, Side: 1, Line: 19, Word: 1",p02,verb G,,,,l_,prk,,,"to crumble, crush something",fig. :  to raise an objection,,,למפרך,prk,preposition with pronominal suffix | verb peal,"to crumble, crush something | fig. :  to raise an objection"
wky,"Masekhet: 71028, Page: 004, Side: 1, Line: 21, Word: 0",c,c,,,,w_,ky,,,"and, also",when,,,וכי,ky,conjunction | conjunction,"and, also | when"
tym),"Masekhet: 71028, Page: 004, Side: 1, Line: 21, Word: 1",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,תימא,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
lylP,"Masekhet: 71028, Page: 004, Side: 1, Line: 21, Word: 2",V,,,,,"ˀlp, ylp",,,,,,,,לילף,ylp,V,
mkwlhy;,"Masekhet: 71028, Page: 004, Side: 1, Line: 21, Word: 3",p,noun sg. emphatic,,,,mn,"kl, klˀ",,,from,"all, every",,,מכולהי;,kl,preposition | noun sg. emphatic,"from | all, every"
w)pqh,"Masekhet: 71028, Page: 004, Side: 1, Line: 25, Word: 0",c,verb C,,,,w_,npq,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,ואפקה,npq,conjunction | verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
rxm',"Masekhet: 71028, Page: 004, Side: 1, Line: 26, Word: 0",noun sg. emphatic,,,,,"rḥmn, rḥmnˀ",,,,merciful,,,,רחמ',rxmn),noun sg. emphatic,merciful
"""bl$wN","Masekhet: 71028, Page: 004, Side: 1, Line: 26, Word: 1",No data,,,,,,,,,,,,,בלשון,None,No data,
"qblh"";","Masekhet: 71028, Page: 004, Side: 1, Line: 26, Word: 2",No data,,,,,,,,,,,,,קבלה;,None,No data,
lmymr),"Masekhet: 71028, Page: 004, Side: 1, Line: 26, Word: 3",p02,verb G,,,,l_,ˀmr,,,to say,to command,to think,idiomatic and special usages:,למימרא,)mr,preposition with pronominal suffix | verb peal,to say | to command | to think | idiomatic and special usages:
"""dhwlkh""","Masekhet: 71028, Page: 004, Side: 1, Line: 26, Word: 4",No data,,,,,,,,,,,,,דהולכה,None,No data,
l),"Masekhet: 71028, Page: 004, Side: 1, Line: 26, Word: 5",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
tpqh,"Masekhet: 71028, Page: 004, Side: 1, Line: 27, Word: 0",verb C,,,,,npq,,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,תפקה,npq,verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
mkll,"Masekhet: 71028, Page: 004, Side: 1, Line: 27, Word: 1",c,,,,,"mkll, mkllˀ",,,,by inference,,,,מכלל,mkll,conjunction,by inference
"""qblh"";","Masekhet: 71028, Page: 004, Side: 1, Line: 27, Word: 2",No data,,,,,,,,,,,,,קבלה;,None,No data,
wh)y,"Masekhet: 71028, Page: 004, Side: 1, Line: 32, Word: 0",c,P01,,,,w_,hˀy,,,"and, also",this,,,והאי,h)y,conjunction | preposition independent,"and, also | this"
lhky,"Masekhet: 71028, Page: 004, Side: 1, Line: 32, Word: 1",p03,X,,,,l_,"hkyn, ˀkyn",,,"to, for","so, thus",,,להכי,hky,preposition proclitic | X,"to, for | so, thus"
hw),"Masekhet: 71028, Page: 004, Side: 1, Line: 32, Word: 2",P01,,,,,hwˀ,,,,he,,,,הוא,hw),preposition independent,he
d)t);,"Masekhet: 71028, Page: 004, Side: 1, Line: 32, Word: 3",c,verb G,,,,dy,ˀty,,,to come,to occur; w.,: to befall,to be fitting,דאתא;,)ty,conjunction | verb peal,to come | to occur; w. | : to befall | to be fitting
h)y,"Masekhet: 71028, Page: 004, Side: 1, Line: 32, Word: 4",P01,,,,,hˀy,,,,this,,,,האי,h)y,preposition independent,this
myb(y,"Masekhet: 71028, Page: 004, Side: 1, Line: 32, Word: 5",verb Gt,,,,,bˁy,,,,to be sought,"to be necessary, required",to ask one another,,מיבעי,b(y,verb ethpeel,"to be sought | to be necessary, required | to ask one another"
ly,"Masekhet: 71028, Page: 004, Side: 1, Line: 32, Word: 6",p02,,,,,l_,,,,"to, for",,,,לי,l_,preposition with pronominal suffix,"to, for"
lkdtny);,"Masekhet: 71028, Page: 004, Side: 1, Line: 33, Word: 0",c,,,,,lkd_,,,,as regards the interpretation of ...,,,,לכדתניא;,lkd_,conjunction,as regards the interpretation of ...
w)ykty,"Masekhet: 71028, Page: 004, Side: 1, Line: 38, Word: 0",c,a,,,,w_,ˀkty,,,"and, also",still,,,ואיכתי,)kty,conjunction | adverb,"and, also | still"
myb(y,"Masekhet: 71028, Page: 004, Side: 1, Line: 38, Word: 1",verb Gt,,,,,bˁy,,,,to be sought,"to be necessary, required",to ask one another,,מיבעי,b(y,verb ethpeel,"to be sought | to be necessary, required | to ask one another"
ly,"Masekhet: 71028, Page: 004, Side: 1, Line: 38, Word: 2",p02,,,,,l_,,,,"to, for",,,,לי,l_,preposition with pronominal suffix,"to, for"
"""xT)t","Masekhet: 71028, Page: 004, Side: 1, Line: 38, Word: 3",No data,,,,,,,,,,,,,חטאת,None,No data,
w)$M,"Masekhet: 71028, Page: 004, Side: 1, Line: 38, Word: 4",No data,,,,,,,,,,,,,ואשם,None,No data,
mnyN,"Masekhet: 71028, Page: 004, Side: 1, Line: 38, Word: 5",No data,,,,,,,,,,,,,מנין,None,No data,
)M,"Masekhet: 71028, Page: 004, Side: 1, Line: 38, Word: 6",No data,,,,,,,,,,,,,אם,None,No data,
"kN""","Masekhet: 71028, Page: 004, Side: 1, Line: 38, Word: 7",No data,,,,,,,,,,,,,כן,None,No data,
nktwb,"Masekhet: 71028, Page: 004, Side: 1, Line: 40, Word: 0",verb G,,,,,ktb,,,,to write,to draw,,,נכתוב,ktb,verb peal,to write | to draw
rxmn),"Masekhet: 71028, Page: 004, Side: 1, Line: 40, Word: 1",noun sg. emphatic,,,,,"rḥmn, rḥmnˀ",,,,merciful,,,,רחמנא,rxmn),noun sg. emphatic,merciful
..;,"Masekhet: 71028, Page: 004, Side: 1, Line: 40, Word: 2",No data,,,,,,,,,,,,,;,None,No data,
$m(,"Masekhet: 71028, Page: 004, Side: 1, Line: 41, Word: 0",verb G,,,,,šmˁ,,,,to hear (w. d.o. or,) something,to listen,,שמע,$m(,verb peal,to hear (w. d.o. or | ) something | to listen
mynh,"Masekhet: 71028, Page: 004, Side: 1, Line: 41, Word: 1",p02,,,,,mn,,,,from,,,,מינה,mn,preposition with pronominal suffix,from
trty;,"Masekhet: 71028, Page: 004, Side: 1, Line: 41, Word: 2",n02,,,,,tryn,,,,two,,,,תרתי;,try,numeral singular determined,two
w)$kxN,"Masekhet: 71028, Page: 004, Side: 1, Line: 41, Word: 3",c,verb G,,,,w_,škḥ,,,to find,"w. infinitive : to be able to, capable of",impersonal,"‏ : it may well be, it is possible",ואשכחן,$kx,conjunction | verb peal,"to find | w. infinitive : to be able to, capable of | impersonal | ‏ : it may well be, it is possible"
"""zbyxh;","Masekhet: 71028, Page: 004, Side: 1, Line: 41, Word: 4",No data,,,,,,,,,,,,,זביחה;,None,No data,
$)r,"Masekhet: 71028, Page: 004, Side: 1, Line: 41, Word: 5",No data,,,,,,,,,,,,,שאר,None,No data,
"(bwdwt""","Masekhet: 71028, Page: 004, Side: 1, Line: 41, Word: 6",No data,,,,,,,,,,,,,עבודות,None,No data,
mn),"Masekhet: 71028, Page: 004, Side: 1, Line: 42, Word: 0",a,,,,,mnˀ,,,,whence,,,,מנא,mn),adverb,whence
lN;,"Masekhet: 71028, Page: 004, Side: 1, Line: 42, Word: 1",p02,,,,,l_,,,,"to, for",,,,לן;,l_,preposition with pronominal suffix,"to, for"
wky,"Masekhet: 71028, Page: 004, Side: 1, Line: 42, Word: 2",c,c,,,,w_,ky,,,"and, also",when,,,וכי,ky,conjunction | conjunction,"and, also | when"
tym),"Masekhet: 71028, Page: 004, Side: 1, Line: 42, Word: 3",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,תימא,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
lylP,"Masekhet: 71028, Page: 004, Side: 1, Line: 42, Word: 4",V,,,,,"ˀlp, ylp",,,,,,,,לילף,ylp,V,
"""mzbyxh""","Masekhet: 71028, Page: 004, Side: 1, Line: 42, Word: 5",No data,,,,,,,,,,,,,מזביחה,None,No data,
)yk),"Masekhet: 71028, Page: 004, Side: 1, Line: 49, Word: 0",a,,,,,ˀykˀ,,,,there is here,,,,איכא,)yk),adverb,there is here
lmprK,"Masekhet: 71028, Page: 004, Side: 1, Line: 49, Word: 1",p02,verb G,,,,l_,prk,,,"to crumble, crush something",fig. :  to raise an objection,,,למפרך,prk,preposition with pronominal suffix | verb peal,"to crumble, crush something | fig. :  to raise an objection"
w)('g,"Masekhet: 71028, Page: 004, Side: 2, Line: 01, Word: 0",c,c,,,,w_,ˀp ˁl gb,,,"and, also",even though,,,ואע'ג,)p@(l@gb,conjunction | conjunction,"and, also | even though"
dtrty,"Masekhet: 71028, Page: 004, Side: 2, Line: 01, Word: 1",c,n02,,,,dy,tryn,,,"who,which (relative)",two,,,דתרתי,try,conjunction | numeral singular determined,"who,which (relative) | two"
dwq),"Masekhet: 71028, Page: 004, Side: 2, Line: 01, Word: 2",a,,,,,dwqˀ,,,,exactness,,,,דוקא,dwwq),adverb,exactness
wtrty,"Masekhet: 71028, Page: 004, Side: 2, Line: 01, Word: 3",c,n02,,,,w_,tryn,,,"and, also",two,,,ותרתי,try,conjunction | numeral singular determined,"and, also | two"
l)w,"Masekhet: 71028, Page: 004, Side: 2, Line: 01, Word: 4",a,,,,,"lˀw, lw",,,,"not, it is not",,,,לאו,l)w,adverb,"not, it is not"
dwq);,"Masekhet: 71028, Page: 004, Side: 2, Line: 01, Word: 5",a,,,,,dwqˀ,,,,exactness,,,,דוקא;,dwwq),adverb,exactness
trty,"Masekhet: 71028, Page: 004, Side: 2, Line: 07, Word: 0",n02,,,,,tryn,,,,two,,,,תרתי,try,numeral singular determined,two
myh),"Masekhet: 71028, Page: 004, Side: 2, Line: 07, Word: 1",a,,,,,"myhˀ, myht, myḥt",,,,"at least, in any case",,,,מיהא,myh),adverb,"at least, in any case"
dwq);,"Masekhet: 71028, Page: 004, Side: 2, Line: 07, Word: 2",a,,,,,dwqˀ,,,,exactness,,,,דוקא;,dwwq),adverb,exactness
w)yk),"Masekhet: 71028, Page: 004, Side: 2, Line: 07, Word: 3",c,a,,,,w_,ˀykˀ,,,"and, also",there is here,,,ואיכא,)yk),conjunction | adverb,"and, also | there is here"
lmprK,"Masekhet: 71028, Page: 004, Side: 2, Line: 07, Word: 4",p02,verb G,,,,l_,prk,,,"to crumble, crush something",fig. :  to raise an objection,,,למפרך,prk,preposition with pronominal suffix | verb peal,"to crumble, crush something | fig. :  to raise an objection"
wh)y,"Masekhet: 71028, Page: 004, Side: 2, Line: 09, Word: 0",c,P01,,,,w_,hˀy,,,"and, also",this,,,והאי,h)y,conjunction | preposition independent,"and, also | this"
lhky,"Masekhet: 71028, Page: 004, Side: 2, Line: 09, Word: 1",p03,X,,,,l_,"hkyn, ˀkyn",,,"to, for","so, thus",,,להכי,hky,preposition proclitic | X,"to, for | so, thus"
hw),"Masekhet: 71028, Page: 004, Side: 2, Line: 09, Word: 2",P01,,,,,hwˀ,,,,he,,,,הוא,hw),preposition independent,he
d)t);,"Masekhet: 71028, Page: 004, Side: 2, Line: 09, Word: 3",c,verb G,,,,dy,ˀty,,,to come,to occur; w.,: to befall,to be fitting,דאתא;,)ty,conjunction | verb peal,to come | to occur; w. | : to befall | to be fitting
!d)y!,"Masekhet: 71028, Page: 004, Side: 2, Line: 09, Word: 4",p,c,,,,dy,ˀy,,,"of, genitive particle","if, whether",,,דאי,)y,preposition | conjunction,"of, genitive particle | if, whether"
myb(y,"Masekhet: 71028, Page: 004, Side: 2, Line: 10, Word: 0",verb Gt,,,,,bˁy,,,,to be sought,"to be necessary, required",to ask one another,,מיבעי,b(y,verb ethpeel,"to be sought | to be necessary, required | to ask one another"
ly,"Masekhet: 71028, Page: 004, Side: 2, Line: 10, Word: 1",p02,,,,,l_,,,,"to, for",,,,לי,l_,preposition with pronominal suffix,"to, for"
lky,"Masekhet: 71028, Page: 004, Side: 2, Line: 10, Word: 2",c,,,,,ky,,,,when,,,,לכי,lky,conjunction,when
tny);,"Masekhet: 71028, Page: 004, Side: 2, Line: 10, Word: 3",verb G,,,,,tny,,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,תניא;,tny,verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
"""zbyxh""","Masekhet: 71028, Page: 004, Side: 2, Line: 25, Word: 0",No data,,,,,,,,,,,,,זביחה,None,No data,
)yN,"Masekhet: 71028, Page: 004, Side: 2, Line: 25, Word: 1",I,,,,,ˀyn,,,,yes,,,,אין,)yn,interjection,yes
mydy,"Masekhet: 71028, Page: 004, Side: 2, Line: 25, Word: 2",R,,,,,"mdˁm, mdm, mydy",,,,something,,,,מידי,mydy,R,something
)xryn),"Masekhet: 71028, Page: 004, Side: 2, Line: 25, Word: 3",R,,,,,ˀwḥrn,,,,other,,,,אחרינא,)xryn),R,other
l);,"Masekhet: 71028, Page: 004, Side: 2, Line: 25, Word: 4",a,,,,,lˀ,,,,"no, not",,,,לא;,l),adverb,"no, not"
h),"Masekhet: 71028, Page: 004, Side: 2, Line: 31, Word: 0",I,,,,,hˀ,,,,here! look!,,,,הא,h),interjection,here! look!
l),"Masekhet: 71028, Page: 004, Side: 2, Line: 31, Word: 1",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
d)my,"Masekhet: 71028, Page: 004, Side: 2, Line: 31, Word: 2",verb G,,,,,dmy,,,,to be like,ptcp. :,,,דאמי,dmy,verb peal,to be like | ptcp. :
kll),"Masekhet: 71028, Page: 004, Side: 2, Line: 31, Word: 3",noun sg. emphatic,,,,,"kll, kllˀ",,,,general rule,,,,כללא,kll),noun sg. emphatic,general rule
btr),"Masekhet: 71028, Page: 004, Side: 2, Line: 31, Word: 4",A02,,,,,btry,,,,last,,,,בתרא,btr),adjective singular determined,last
lkll),"Masekhet: 71028, Page: 004, Side: 2, Line: 31, Word: 5",p03,noun sg. emphatic,,,,l_,"kll, kllˀ",,,"to, for",general rule,,,לכללא,kll),preposition proclitic | noun sg. emphatic,"to, for | general rule"
qm);,"Masekhet: 71028, Page: 004, Side: 2, Line: 32, Word: 0",A,,,,,qdmy,,,,first,,,,קמא;,qm),adjective,first
kll),"Masekhet: 71028, Page: 004, Side: 2, Line: 32, Word: 1",noun sg. emphatic,,,,,"kll, kllˀ",,,,general rule,,,,כללא,kll),noun sg. emphatic,general rule
qm),"Masekhet: 71028, Page: 004, Side: 2, Line: 32, Word: 2",A,,,,,qdmy,,,,first,,,,קמא,qm),adjective,first
^q),"Masekhet: 71028, Page: 004, Side: 2, Line: 32, Word: 4",a,,,,,qˀ,,,,aspectual particle,,,,קא,q),adverb,aspectual particle
mrby,"Masekhet: 71028, Page: 004, Side: 2, Line: 32, Word: 5",verb D,,,,,rby,,,,"to raise (children, etc.)","to put forth, to cause to grow",to augment something,,מרבי,rby,verb pael,"to raise (children, etc.) | to put forth, to cause to grow | to augment something"
